 01-01-21,00:00:51,3.526310E+1
 01-01-21,00:01:51,3.526370E+1
 01-01-21,00:02:51,3.526360E+1
 01-01-21,00:03:51,3.526300E+1
 01-01-21,00:04:51,3.526420E+1
 01-01-21,00:05:51,3.526410E+1
 01-01-21,00:06:52,3.526200E+1
 01-01-21,00:07:52,3.526460E+1
 01-01-21,00:08:52,3.526530E+1
 01-01-21,00:09:52,3.526290E+1
 01-01-21,00:10:52,3.526420E+1
 01-01-21,00:11:52,3.526430E+1
 01-01-21,00:12:52,3.526350E+1
 01-01-21,00:13:52,3.526300E+1
 01-01-21,00:14:53,3.526280E+1
 01-01-21,00:15:53,3.526450E+1
 01-01-21,00:16:53,3.526530E+1
 01-01-21,00:17:53,3.526190E+1
 01-01-21,00:18:53,3.526180E+1
 01-01-21,00:19:53,3.526300E+1
 01-01-21,00:20:53,3.526510E+1
 01-01-21,00:21:53,3.526360E+1
 01-01-21,00:22:54,3.526330E+1
 01-01-21,00:23:54,3.526490E+1
 01-01-21,00:24:54,3.526400E+1
 01-01-21,00:25:54,3.526420E+1
 01-01-21,00:26:54,3.526400E+1
 01-01-21,00:27:54,3.526150E+1
 01-01-21,00:28:54,3.526500E+1
 01-01-21,00:29:55,3.526520E+1
 01-01-21,00:30:55,3.526350E+1
 01-01-21,00:31:55,3.526400E+1
 01-01-21,00:32:55,3.526440E+1
 01-01-21,00:33:55,3.526580E+1
 01-01-21,00:34:55,3.526270E+1
 01-01-21,00:35:55,3.526590E+1
 01-01-21,00:36:56,3.526230E+1
 01-01-21,00:37:56,3.526360E+1
 01-01-21,00:38:56,3.526570E+1
 01-01-21,00:39:56,3.526370E+1
 01-01-21,00:40:56,3.526340E+1
 01-01-21,00:41:56,3.526440E+1
 01-01-21,00:42:57,3.526600E+1
 01-01-21,00:43:57,3.526400E+1
 01-01-21,00:44:57,3.526440E+1
 01-01-21,00:45:57,3.526350E+1
 01-01-21,00:46:57,3.526500E+1
 01-01-21,00:47:57,3.526490E+1
 01-01-21,00:48:57,3.526470E+1
 01-01-21,00:49:57,3.526620E+1
 01-01-21,00:50:58,3.526400E+1
 01-01-21,00:51:58,3.526450E+1
 01-01-21,00:52:58,3.526320E+1
 01-01-21,00:53:58,3.526360E+1
 01-01-21,00:54:58,3.526400E+1
 01-01-21,00:55:59,3.526370E+1
 01-01-21,00:56:58,3.526360E+1
 01-01-21,00:57:58,3.526340E+1
 01-01-21,00:58:58,3.526600E+1
 01-01-21,00:59:59,3.526490E+1
 01-01-21,01:00:59,3.526570E+1
 01-01-21,01:01:59,3.526340E+1
 01-01-21,01:02:59,3.526370E+1
 01-01-21,01:03:59,3.526350E+1
 01-01-21,01:04:59,3.526570E+1
 01-01-21,01:05:59,3.526540E+1
 01-01-21,01:06:59,3.526620E+1
 01-01-21,01:07:59,3.526250E+1
 01-01-21,01:09:00,3.526420E+1
 01-01-21,01:10:00,3.526510E+1
 01-01-21,01:11:00,3.526510E+1
 01-01-21,01:12:00,3.526440E+1
 01-01-21,01:13:00,3.526440E+1
 01-01-21,01:14:00,3.526230E+1
 01-01-21,01:15:00,3.526630E+1
 01-01-21,01:16:00,3.526340E+1
 01-01-21,01:17:00,3.526550E+1
 01-01-21,01:18:00,3.526510E+1
