 01-01-21,00:00:51,0.000000E+0
 01-01-21,00:01:51,0.000000E+0
 01-01-21,00:02:51,0.000000E+0
 01-01-21,00:03:51,0.000000E+0
 01-01-21,00:04:51,0.000000E+0
 01-01-21,00:05:51,0.000000E+0
 01-01-21,00:06:52,0.000000E+0
 01-01-21,00:07:52,0.000000E+0
 01-01-21,00:08:52,0.000000E+0
 01-01-21,00:09:52,0.000000E+0
 01-01-21,00:10:52,0.000000E+0
 01-01-21,00:11:52,0.000000E+0
 01-01-21,00:12:52,0.000000E+0
 01-01-21,00:13:52,0.000000E+0
 01-01-21,00:14:53,0.000000E+0
 01-01-21,00:15:53,0.000000E+0
 01-01-21,00:16:53,0.000000E+0
 01-01-21,00:17:53,0.000000E+0
 01-01-21,00:18:53,0.000000E+0
 01-01-21,00:19:53,0.000000E+0
 01-01-21,00:20:53,0.000000E+0
 01-01-21,00:21:53,0.000000E+0
 01-01-21,00:22:54,0.000000E+0
 01-01-21,00:23:54,0.000000E+0
 01-01-21,00:24:54,0.000000E+0
 01-01-21,00:25:54,0.000000E+0
 01-01-21,00:26:54,0.000000E+0
 01-01-21,00:27:54,0.000000E+0
 01-01-21,00:28:54,0.000000E+0
 01-01-21,00:29:55,0.000000E+0
 01-01-21,00:30:55,0.000000E+0
 01-01-21,00:31:55,0.000000E+0
 01-01-21,00:32:55,0.000000E+0
 01-01-21,00:33:55,0.000000E+0
 01-01-21,00:34:55,0.000000E+0
 01-01-21,00:35:55,0.000000E+0
 01-01-21,00:36:56,0.000000E+0
 01-01-21,00:37:56,0.000000E+0
 01-01-21,00:38:56,0.000000E+0
 01-01-21,00:39:56,0.000000E+0
 01-01-21,00:40:56,0.000000E+0
 01-01-21,00:41:56,0.000000E+0
 01-01-21,00:42:57,0.000000E+0
 01-01-21,00:43:57,0.000000E+0
 01-01-21,00:44:57,0.000000E+0
 01-01-21,00:45:57,0.000000E+0
 01-01-21,00:46:57,0.000000E+0
 01-01-21,00:47:57,0.000000E+0
 01-01-21,00:48:57,0.000000E+0
 01-01-21,00:49:57,0.000000E+0
