01-01-21,00:00:22,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.50E-1,0,1,CH3,        ,1, 4.42E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.93E+0,0,1,
01-01-21,00:01:24,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.51E-1,0,1,CH3,        ,1, 4.40E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.98E+0,0,1,
01-01-21,00:02:26,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.50E-1,0,1,CH3,        ,1, 4.46E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.98E+0,0,1,
01-01-21,00:03:28,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.50E-1,0,1,CH3,        ,1, 4.48E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 2.02E+0,0,1,
01-01-21,00:04:30,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.50E-1,0,1,CH3,        ,1, 4.47E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.98E+0,0,1,
01-01-21,00:05:32,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.51E-1,0,1,CH3,        ,1, 4.43E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.97E+0,0,1,
01-01-21,00:06:34,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.50E-1,0,1,CH3,        ,1, 4.37E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.95E+0,0,1,
01-01-21,00:07:36,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.51E-1,0,1,CH3,        ,1, 4.42E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.91E+0,0,1,
01-01-21,00:08:36,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.51E-1,0,1,CH3,        ,1, 4.37E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.96E+0,0,1,
01-01-21,00:09:38,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.51E-1,0,1,CH3,        ,1, 4.41E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.96E+0,0,1,
01-01-21,00:10:41,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.51E-1,0,1,CH3,        ,1, 4.40E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.96E+0,0,1,
01-01-21,00:11:43,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.51E-1,0,1,CH3,        ,1, 4.44E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.97E+0,0,1,
01-01-21,00:12:44,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.51E-1,0,1,CH3,        ,1, 4.43E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.97E+0,0,1,
01-01-21,00:13:46,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.51E-1,0,1,CH3,        ,1, 4.44E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.95E+0,0,1,
01-01-21,00:14:48,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.51E-1,0,1,CH3,        ,1, 4.38E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.97E+0,0,1,
01-01-21,00:15:50,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.51E-1,0,1,CH3,        ,1, 4.40E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.98E+0,0,1,
01-01-21,00:16:53,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.51E-1,0,1,CH3,        ,1, 4.51E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.99E+0,0,1,
01-01-21,00:17:55,CH1,        ,0, 2.00E-2,4,1,CH2,        ,1, 1.51E-1,0,1,CH3,        ,1, 4.47E+0,0,1,CH4,        ,1, 2.34E+2,0,1,CH5,        ,1, 7.30E+2,0,1,CH6,        ,1, 1.96E+0,0,1,
